Timestamp,exit_timestamp,pnl,leg_1_entry_time_of_leg,leg_1_strike_price,leg_1_option_type,leg_1_action,leg_1_margin_used,leg_1_entry_price,leg_1_entry_delta,leg_1_entry_theta,leg_1_entry_gamma,leg_1_exit_time_of_leg,leg_1_exit_price,leg_1_exit_delta,leg_1_exit_theta,leg_1_exit_gamma,leg_2_entry_time_of_leg,leg_2_strike_price,leg_2_option_type,leg_2_action,leg_2_margin_used,leg_2_entry_price,leg_2_entry_delta,leg_2_entry_theta,leg_2_entry_gamma,leg_2_exit_time_of_leg,leg_2_exit_price,leg_2_exit_delta,leg_2_exit_theta,leg_2_exit_gamma,leg_3_entry_time_of_leg,leg_3_strike_price,leg_3_option_type,leg_3_action,leg_3_margin_used,leg_3_entry_price,leg_3_entry_delta,leg_3_entry_theta,leg_3_entry_gamma,leg_3_exit_time_of_leg,leg_3_exit_price,leg_3_exit_delta,leg_3_exit_theta,leg_3_exit_gamma,leg_4_entry_time_of_leg,leg_4_strike_price,leg_4_option_type,leg_4_action,leg_4_margin_used,leg_4_entry_price,leg_4_entry_delta,leg_4_entry_theta,leg_4_entry_gamma,leg_4_exit_time_of_leg,leg_4_exit_price,leg_4_exit_delta,leg_4_exit_theta,leg_4_exit_gamma,leg_5_entry_time_of_leg,leg_5_strike_price,leg_5_option_type,leg_5_action,leg_5_margin_used,leg_5_entry_price,leg_5_entry_delta,leg_5_entry_theta,leg_5_entry_gamma,leg_5_exit_time_of_leg,leg_5_exit_price,leg_5_exit_delta,leg_5_exit_theta,leg_5_exit_gamma,leg_6_entry_time_of_leg,leg_6_strike_price,leg_6_option_type,leg_6_action,leg_6_margin_used,leg_6_entry_price,leg_6_entry_delta,leg_6_entry_theta,leg_6_entry_gamma,leg_6_exit_time_of_leg,leg_6_exit_price,leg_6_exit_delta,leg_6_exit_theta,leg_6_exit_gamma,total_margin,percentage_return,cumulative_pnl,max_drawdown
2023-01-02 09:16:00,2023-01-02 09:25:04,496.4999999999999,2023-01-02 09:16:00,43300.0,CE,sell,-100000,-245.7,-0.42735018847679385,54.73294443164082,-0.000496100938107702,2023-01-02 09:25:03,-214.05,-0.400077124781717,51.57288618262481,-0.0005093752974971721,2023-01-02 09:16:00,42900.0,PE,sell,-100000,-211.25,-0.3752661908464461,-47.920486015786764,0.0004716918056146824,2023-01-02 09:25:04,-219.3,-0.3955208328747517,-46.8695132311243,0.0004975888145963836,2023-01-02 09:16:00,43400.0,CE,sell,-100000,-213.55,-0.38168742609343553,53.814760129558465,-0.000470540726382751,2023-01-02 09:25:04,-179.4,-0.35068205707062816,49.295183046983595,-0.00048328359980587265,2023-01-02 09:16:00,42800.0,PE,sell,-100000,-180.3,-0.3313969080679158,-46.492836990716455,0.0004436012090991426,2023-01-02 09:25:04,-184.2,-0.347764305016085,-45.32394442980183,0.00047296225602622144,2023-01-02 09:16:00,43500.0,CE,buy,2556.0,170.4,0.33146174051950084,-49.105713845663715,0.00046025007804928464,2023-01-02 09:25:04,146.1,0.3032092264874109,-45.46798575771706,0.0004575872480927501,2023-01-02 09:16:00,42700.0,PE,buy,2253.0,150.2,0.28891925696115095,43.73680219623877,-0.0004156262889409845,2023-01-02 09:25:04,153.75,0.3030859931115515,43.030550460585786,-0.00044277697952566086,-395191.0,0.12563545222436742,0.12563545222436742,-0.0
2023-01-02 09:45:00,2023-01-02 11:02:52,502.50000000000045,2023-01-02 09:45:00,43500.0,CE,sell,-100000,-215.2,-0.39901846235892435,52.217070744729114,-0.0005043332862442185,2023-01-02 11:02:51,-210.2,-0.411112159189031,50.378506076419114,-0.0005437007644104597,2023-01-02 09:45:00,43100.0,PE,sell,-100000,-220.0,-0.3961461566078128,-47.155790823195105,0.0004973767886440328,2023-01-02 11:02:52,-193.6,-0.3737644619164371,-45.12128877783533,0.000510663369368558,2023-01-02 09:45:00,43600.0,CE,sell,-100000,-178.05,-0.34964478141432664,49.28823975805372,-0.0004843622036787565,2023-01-02 11:02:52,-171.85,-0.3574156511078286,47.548000884507886,-0.0005220582011133956,2023-01-02 09:45:00,43000.0,PE,sell,-100000,-183.1,-0.3475723898418437,-45.27983673378489,0.00047532523694826523,2023-01-02 11:02:52,-160.6,-0.32509884069895634,-43.12537452895455,0.00048079130010592053,2023-01-02 09:45:00,43700.0,CE,buy,2183.25,145.55,0.30255420022342605,-45.57898592617573,0.0004575315415422665,2023-01-02 11:02:52,137.8,0.30599892574088017,-43.61402512509906,0.0004936086384077498,2023-01-02 09:45:00,42900.0,PE,buy,2289.75,152.65,0.30266689155240556,42.96347659811869,-0.0004449245238902222,2023-01-02 11:02:52,133.8,0.2811537848785406,40.748220636051926,-0.0004435761979948438,-395527.0,0.12704568841065222,0.2526811406350197,-0.0
2023-01-02 13:51:00,2023-01-02 15:15:01,23.999999999999915,2023-01-02 13:51:00,43300.0,CE,sell,-100000,-212.5,-0.41436567314860895,52.45856676104256,-0.0005450374374049716,2023-01-02 15:15:00,-249.85,-0.45878718983516364,55.596030221862236,-0.00054922196568441,2023-01-02 13:51:00,42900.0,PE,sell,-100000,-186.6,-0.36825880999629135,-46.12858739831904,0.0005161803073860938,2023-01-02 15:15:00,-143.5,-0.3183130241140475,-41.7620685501999,0.0005177028583602805,2023-01-02 13:51:01,43400.0,CE,sell,-100000,-171.45,-0.35780483357967796,49.240333181015856,-0.0005242569045549317,2023-01-02 15:15:00,-206.2,-0.40419732523417906,53.37151665355532,-0.0005384433166000235,2023-01-02 13:51:00,42800.0,PE,sell,-100000,-151.5,-0.317525410511621,-43.33907590049705,0.000488496425532503,2023-01-02 15:15:00,-116.75,-0.27070910590722974,-38.88709235918731,0.00047399240088452643,2023-01-02 13:51:00,43500.0,CE,buy,2110.5,140.7,0.31003272403751225,-45.75849273898163,0.0004948790888192889,2023-01-02 15:15:00,168.45,0.3513740208788363,-50.17320085538893,0.0005167757421986607,2023-01-02 13:51:00,42700.0,PE,buy,1893.0,126.2,0.2736881069630215,40.896257120531786,-0.0004476719084323122,2023-01-02 15:15:00,94.3,0.22794910109880107,35.445130348399964,-0.0004268549957942014,-395996.5,0.0060606596270421365,0.25874180026206184,-0.0
2023-01-03 09:16:00,2023-01-03 10:37:58,496.4999999999995,2023-01-03 09:16:00,43500.0,CE,sell,-100000,-178.6,-0.3940359841763552,64.77621695288987,-0.0005957448934168497,2023-01-03 10:37:57,-195.05,-0.43756028517947243,64.93056656851437,-0.0006517385031656886,2023-01-03 09:16:00,43100.0,PE,sell,-100000,-179.0,-0.3714470069212439,-62.682580718167785,0.0005459179419631255,2023-01-03 10:37:57,-132.9,-0.31684076556075524,-55.52714197568923,0.0005540721303987084,2023-01-03 09:16:00,43600.0,CE,sell,-100000,-141.1,-0.33515461777824385,59.45194638078742,-0.0005679902415067772,2023-01-03 10:37:58,-153.3,-0.37431394603828494,60.32311236492373,-0.0006354119364004873,2023-01-03 09:16:00,43000.0,PE,sell,-100000,-145.75,-0.3191625338558879,-58.88500460142434,0.000512231963512022,2023-01-03 10:37:58,-105.85,-0.2646282181089532,-50.68240961520892,0.0005011474968341645,2023-01-03 09:16:00,43700.0,CE,buy,1650.0,110.0,0.280030614761273,-52.99246080248434,0.0005268314851036848,2023-01-03 10:37:58,118.4,0.3121762866918232,-54.34506984657149,0.0005963970295397303,2023-01-03 09:16:00,42900.0,PE,buy,1764.75,117.65,0.2709709863530918,53.954001371015075,-0.0004711914414201601,2023-01-03 10:37:58,85.0,0.22076779834705462,45.49370449995372,-0.00044581994984582707,-396585.25,0.12519376350986314,0.38393556377192495,-0.0
2023-01-03 13:41:00,2023-01-03 15:15:01,153.00000000000006,2023-01-03 13:41:00,43600.0,CE,sell,-100000,-128.65,-0.34556435965242827,58.1476617622605,-0.0006582999390047917,2023-01-03 15:15:00,-156.05,-0.39459024859525016,64.64628185071878,-0.0006842032007625676,2023-01-03 13:41:00,43200.0,PE,sell,-100000,-154.15,-0.3796410188542154,-58.10993254925387,0.000657704788409319,2023-01-03 15:15:00,-116.05,-0.3236605595041908,-52.78137221505571,0.0006584765799289016,2023-01-03 13:41:00,43700.0,CE,sell,-100000,-96.75,-0.28169418818961844,50.874741177519645,-0.0006060561474896531,2023-01-03 15:15:00,-117.45,-0.32598188590711175,57.63045567222225,-0.0006500629012862191,2023-01-03 13:41:01,43100.0,PE,sell,-100000,-121.3,-0.31676985678998903,-54.207272729001616,0.0006063372381959198,2023-01-03 15:15:00,-90.8,-0.2653270532476881,-47.90502171613875,0.0005863955720997183,2023-01-03 13:41:00,43800.0,CE,buy,1084.5,72.3,0.22546510781609186,-43.159058490455436,0.0005377040679377387,2023-01-03 15:15:00,87.05,0.26269301947010604,-49.40660806050437,0.0005927820723172772,2023-01-03 13:41:00,43000.0,PE,buy,1429.5,95.3,0.26231674129206795,48.94728101504119,-0.0005473322062243824,2023-01-03 15:15:00,70.25,0.2146031202194365,41.91596474724069,-0.000511053173113396,-397486.0,0.038491921728060874,0.4224274854999858,-0.0
2023-01-04 09:47:00,2023-01-04 10:00:48,-518.25,2023-01-04 09:47:00,43500.0,CE,sell,-100000,-130.9,-0.3790217298615062,102.06899762261251,-0.0007615000185978715,2023-01-04 10:00:48,-98.95,-0.2912483735421745,88.6757828763423,-0.0006298101595803018,2023-01-04 09:47:00,43100.0,PE,sell,-100000,-111.6,-0.3210120809839623,-92.76693221873587,0.0006745602831870201,2023-01-04 10:00:48,-173.0,-0.42766626716144174,-116.8447702275491,0.0007183982120295695,2023-01-04 09:47:00,43600.0,CE,sell,-100000,-94.75,-0.303503679398176,83.0762474147573,-0.0007091874465459114,2023-01-04 10:00:48,-71.75,-0.23006571960664246,68.046454209762,-0.0005627377674954914,2023-01-04 09:47:00,43000.0,PE,sell,-100000,-86.65,-0.26144493707249694,-78.14790575714962,0.0005979029538139002,2023-01-04 10:00:48,-137.9,-0.3600887596917346,-108.22136110946704,0.0006699326604575617,2023-01-04 09:47:00,43700.0,CE,buy,994.5,66.3,0.2342680816489917,-62.38137290709813,0.0006302347799191921,2023-01-04 10:00:48,51.15,0.17722350710691614,-49.987660769036964,0.0004835609246356398,2023-01-04 09:47:00,42900.0,PE,buy,1012.5,67.5,0.21137188247877248,63.85972586398105,-0.0005168604388927633,2023-01-04 10:00:48,105.8,0.29620641555325733,92.12795951435876,-0.000615510629131677,-397993.0,-0.13021585806785546,0.29221162743213036,-0.13021585806785546
2023-01-04 12:02:00,2023-01-04 12:08:27,-496.49999999999983,2023-01-04 12:02:00,43200.0,CE,sell,-100000,-165.35,-0.4033101012183238,138.0936194536076,-0.0006702109089928854,2023-01-04 12:08:27,-155.45,-0.3700346827557155,137.49975193649894,-0.000614030852830183,2023-01-04 12:02:00,42800.0,PE,sell,-100000,-106.5,-0.31195309132883153,-98.41844299516013,0.0006713814570957766,2023-01-04 12:08:27,-148.55,-0.36853452064065095,-128.21821672401393,0.0006479700687123113,2023-01-04 12:02:00,43300.0,CE,sell,-100000,-128.4,-0.3380036415478571,117.5927604708015,-0.0006340843583529931,2023-01-04 12:08:27,-121.45,-0.310446171122436,114.62199332271794,-0.0005754638721100491,2023-01-04 12:02:00,42700.0,PE,sell,-100000,-82.65,-0.253352001435303,-80.00484172312954,0.0005914745315749315,2023-01-04 12:08:27,-119.0,-0.3093738435026694,-110.77554786214213,0.0005923689627707063,2023-01-04 12:02:00,43400.0,CE,buy,1459.5,97.3,0.2766625685332258,-93.76415807632922,0.0005829689087022416,2023-01-04 12:08:27,93.45,0.2556097013631131,-91.2412956927551,0.0005246762668775773,2023-01-04 12:02:00,42600.0,PE,buy,946.5,63.1,0.20252068080388597,62.359364891918254,-0.0005102166511505857,2023-01-04 12:08:27,95.4,0.2576328420538232,92.3779360609846,-0.0005289668081331911,-397594.0,-0.12487612992147763,0.16733549751065274,-0.2550919879893331
2023-01-04 12:09:00,2023-01-04 12:09:17,-557.2500000000001,2023-01-04 12:09:00,43200.0,CE,sell,-100000,-153.4,-0.36564994486241176,136.5524853023341,-0.0006094046511861961,2023-01-04 12:09:17,-150.25,-0.34996965975722105,136.4034925349661,-0.0005758079169027042,2023-01-04 12:09:00,42800.0,PE,sell,-100000,-158.9,-0.3775157715011801,-135.24301460189804,0.0006319589829217875,2023-01-04 12:09:17,-195.65,-0.40891831232556797,-157.13784196570424,0.0005896106358704856,2023-01-04 12:09:00,43300.0,CE,sell,-100000,-120.75,-0.3073462641239644,114.27946294998374,-0.0005683725134986162,2023-01-04 12:09:17,-118.0,-0.2941754616507808,112.7819198001005,-0.0005371352074234892,2023-01-04 12:09:00,42700.0,PE,sell,-100000,-128.4,-0.3194150746637092,-118.35753909114686,0.0005816767156829883,2023-01-04 12:09:17,-161.5,-0.3533530255566575,-142.81781398420944,0.0005541494374483591,2023-01-04 12:09:00,43400.0,CE,buy,1392.0,92.8,0.2529579160579942,-90.7247160099261,0.0005182596396480221,2023-01-04 12:09:17,91.85,0.24354159619761617,-90.13366767747856,0.0004879883874764346,2023-01-04 12:09:00,42600.0,PE,buy,1574.25,104.95,0.26923872639343926,100.94909483361897,-0.0005216477916292206,2023-01-04 12:09:17,132.7,0.3025696584657567,124.43597415294496,-0.0005108185519020481,-397033.75,-0.1403533074958993,0.026982190014753438,-0.3954452954852324
2023-01-04 12:10:00,2023-01-04 12:24:45,502.5000000000002,2023-01-04 12:10:00,43100.0,CE,sell,-100000,-189.55,-0.41278217565690056,156.71959831895126,-0.000607659274010075,2023-01-04 12:24:45,-190.3,-0.4277918752620735,155.2714100964145,-0.0006431662313843844,2023-01-04 12:10:00,42700.0,PE,sell,-100000,-155.2,-0.3472346525953185,-138.48416248599477,0.000559043940029369,2023-01-04 12:24:45,-123.85,-0.3154802145992619,-115.83545362883376,0.0005896869481603062,2023-01-04 12:10:00,43200.0,CE,sell,-100000,-151.5,-0.35335960143356715,137.06162708419023,-0.0005808777814308996,2023-01-04 12:24:45,-152.2,-0.36551751123141685,137.248675422694,-0.0006138029107205512,2023-01-04 12:10:00,42600.0,PE,sell,-100000,-128.0,-0.29697007851012813,-120.67295832224431,0.0005119071033732325,2023-01-04 12:24:45,-97.35,-0.26137588931902656,-94.67581612111444,0.0005323767027221038,2023-01-04 12:10:00,43300.0,CE,buy,1785.0,119.0,0.2971012386026928,-113.54551630036283,0.0005422901949714287,2023-01-04 12:24:45,119.65,0.3068632728748355,-114.23590254300329,0.0005719745388432784,2023-01-04 12:10:00,42500.0,PE,buy,1582.5,105.5,0.2524964182995859,102.51740113302444,-0.0004613499982042413,2023-01-04 12:24:45,77.8,0.21616567997000402,76.95834223029502,-0.00046809589093754767,-396632.5,0.1266915847793613,0.15367377479411473,-0.26875371070587106
2023-01-04 12:25:00,2023-01-04 12:45:03,507.7499999999999,2023-01-04 12:25:00,43200.0,CE,sell,-100000,-151.7,-0.3651240705821124,136.8939646094743,-0.0006146743203316873,2023-01-04 12:45:02,-162.6,-0.3928910205800662,143.84121620336222,-0.0006514650863209681,2023-01-04 12:25:00,42800.0,PE,sell,-100000,-158.1,-0.3765979452353463,-136.84639505851266,0.0006324964374471165,2023-01-04 12:45:03,-116.6,-0.32371365298047294,-109.65976121556972,0.0006555939080499229,2023-01-04 12:25:00,43300.0,CE,sell,-100000,-119.85,-0.3069536701765685,114.43405884412319,-0.0005713327766443399,2023-01-04 12:45:03,-128.45,-0.3350590764043204,121.40144413507454,-0.00062397617739407,2023-01-04 12:25:00,42700.0,PE,sell,-100000,-126.1,-0.317289166079604,-117.75785254093552,0.000585175428113871,2023-01-04 12:45:03,-90.9,-0.265133732022349,-88.90403085495427,0.0005850075979196845,2023-01-04 12:25:00,43400.0,CE,buy,1386.0,92.4,0.2527965788175379,-90.76580189402426,0.0005198793928684609,2023-01-04 12:45:03,99.65,0.2768367415747264,-97.60150584173773,0.0005697968674667209,2023-01-04 12:25:00,42600.0,PE,buy,1509.0,100.6,0.26471281520557,97.67776686953903,-0.000527418677620517,2023-01-04 12:45:03,70.0,0.21403076185961822,69.5208858599469,-0.000510367925699029,-397105.0,0.12786290779516749,0.2815366825892822,-0.1408908029107036
