Timestamp,exit_timestamp,margin_used,entry_premium,exit_premium,strategy_type,exit_reason,pnl,transaction_cost,uncounted_trades,leg_1_entry_time_of_leg,leg_1_strike_price,leg_1_option_type,leg_1_action,leg_1_lot_size,leg_1_margin_used,leg_1_entry_price,leg_1_entry_delta,leg_1_entry_theta,leg_1_entry_gamma,leg_1_entry_iv,leg_1_exit_time_of_leg,leg_1_exit_price,leg_1_exit_delta,leg_1_exit_theta,leg_1_exit_gamma,leg_1_exit_iv,net_pnl,percentage_return,cumulative_pnl,max_drawdown
2023-01-04 11:14:00,2023-01-04 11:54:27,3626.25,241.75,217.0,debit,SL_hit,-24.75,0.45875,0,2023-01-04 11:14:00,43100.0,CE,buy,1,3626.25,241.75,0.5206337089106228,-143.39245166835153,0.0006951273689992377,0.23402293488722625,2023-01-04 11:54:27,217.0,0.4942860900001733,-145.7548923489955,0.0007144632263589301,0.23091549322887617,-25.20875,-0.695174077904171,-5.223046473893522,-4.540366406891847
2023-01-04 12:47:00,2023-01-04 12:55:43,2780.25,185.35,223.0,debit,TP_hit,37.650000000000006,0.40835000000000005,0,2023-01-04 12:47:00,43000.0,PE,buy,1,2780.25,185.35,0.4545701746252462,-139.63192926855564,0.0007422147518809652,0.2246319849939413,2023-01-04 12:55:43,223.0,0.49636582836569687,-150.40102618532126,0.0007113413857950945,0.23684195620045764,37.24165000000001,1.3395072385576838,-3.883539235335838,-3.200859168334163
2023-01-04 12:59:00,2023-01-04 13:06:17,3445.5,229.7,277.5,debit,TP_hit,47.80000000000001,0.5072,0,2023-01-04 12:59:00,43000.0,CE,buy,1,3445.5,229.7,0.4876711914931775,-169.6108899362191,0.0006602454050153028,0.25544922300213607,2023-01-04 13:06:17,277.5,0.5589499574909951,-162.9696282759164,0.0006728464541083667,0.24800746843854288,47.292800000000014,1.372596139892614,-2.5109430954432237,-1.8282630284415486
2023-01-04 13:07:00,2023-01-04 13:31:51,3138.75,209.25,254.1,debit,TP_hit,44.849999999999994,0.46335000000000004,0,2023-01-04 13:07:00,43100.0,PE,buy,1,3138.75,209.25,0.5130309785030818,-135.04194680947893,0.000797585641976184,0.21148912590099261,2023-01-04 13:31:51,254.1,0.5599723938814805,-140.36175656264578,0.0007494242026950815,0.22473983992110524,44.386649999999996,1.4141505376344086,-1.0967925578088151,-0.4141124908071401
2023-01-04 13:57:00,2023-01-04 14:03:10,2481.75,165.45,148.05,debit,SL_hit,-17.399999999999977,0.3135,0,2023-01-04 13:57:00,43100.0,PE,buy,1,2481.75,165.45,0.4640699274929716,-134.18009750848458,0.0008592903100179683,0.19851370981685137,2023-01-04 14:03:10,148.05,0.43736763721966554,-128.97143702820475,0.0008705373488737678,0.19456524197505826,-17.71349999999998,-0.7137503777576298,-1.810542935566445,-1.12786286856477
2023-01-05 09:32:00,2023-01-05 09:33:34,1731.75,115.45,101.75,debit,SL_hit,-13.700000000000003,0.2172,0,2023-01-05 09:32:00,43000.0,PE,buy,1,1731.75,115.45,0.4555437943096763,-110.98038005014024,0.0011923444276362716,0.29605684713912395,2023-01-05 09:33:34,101.75,0.4227994904162813,-100.65480136634027,0.0011946239908411371,0.2922341224044462,-13.917200000000003,-0.8036494875126319,-2.6141924230790767,-1.9315123560774017
2023-01-05 10:18:00,2023-01-05 10:32:06,2355.75,157.05,190.55,debit,TP_hit,33.5,0.3476,0,2023-01-05 10:18:00,42900.0,PE,buy,1,2355.75,157.05,0.5455054957451466,-111.10242959527187,0.0011636132057901705,0.3261897084913577,2023-01-05 10:32:06,190.55,0.6133355468904256,-89.82546768948667,0.001129737370320072,0.33248035014056204,33.1524,1.4072970391595032,-1.2068953839195735,-0.5242153169178985
2023-01-05 10:51:00,2023-01-05 10:51:31,1835.25,122.35,108.65,debit,SL_hit,-13.699999999999989,0.231,0,2023-01-05 10:51:00,42800.0,CE,buy,1,1835.25,122.35,0.46691821107245346,-115.20410691927884,0.0011602348592987255,0.3477428730434618,2023-01-05 10:51:31,108.65,0.4483635548147902,-104.97070761875923,0.0012229038759414834,0.32869230054243986,-13.930999999999989,-0.7590791445307172,-1.9659745284502907,-1.2832944614486157
2023-01-05 12:13:00,2023-01-05 12:17:15,1404.0,93.6,81.3,debit,SL_hit,-12.299999999999997,0.17489999999999997,0,2023-01-05 12:13:00,42600.0,PE,buy,1,1404.0,93.6,0.4562123089186798,-86.56244843188706,0.0014730625252923346,0.3262043824755348,2023-01-05 12:17:15,81.3,0.4197653215918251,-78.77506729464879,0.001475663538030858,0.3242652195686739,-12.474899999999996,-0.8885256410256408,-2.8545001694759318,-2.171820102474257
2023-01-05 13:03:00,2023-01-05 13:04:06,1605.0,107.0,94.35,debit,SL_hit,-12.650000000000006,0.20135,0,2023-01-05 13:03:00,42600.0,CE,buy,1,1605.0,107.0,0.46849242035520433,-94.94670529326534,0.0013348373784083378,0.41846268891882604,2023-01-05 13:04:06,94.35,0.4424915864504442,-87.73128812819728,0.0013785771102448052,0.40389850834951146,-12.851350000000005,-0.8007071651090346,-3.6552073345849663,-2.972527267583291
2023-01-05 13:27:00,2023-01-05 13:27:43,2301.0,153.4,136.35,debit,SL_hit,-17.05000000000001,0.28975,0,2023-01-05 13:27:00,42300.0,CE,buy,1,2301.0,153.4,0.5627120986503087,-95.96550243114213,0.0012339643262748723,0.4928714642161517,2023-01-05 13:27:43,136.35,0.5461846846003482,-91.82731521506278,0.001329668180005683,0.4615252952322969,-17.339750000000013,-0.7535745328118215,-4.408781867396788,-3.7261018003951127
2023-01-05 13:28:00,2023-01-05 13:30:12,1938.75,129.25,157.25,debit,TP_hit,28.0,0.28650000000000003,0,2023-01-05 13:28:00,42300.0,CE,buy,1,1938.75,129.25,0.5217027690108011,-95.92563144780479,0.0013092571293782385,0.4719606783326075,2023-01-05 13:30:12,157.25,0.5986039742623461,-81.61802635964219,0.0013122973996360088,0.46063408762394364,27.7135,1.429451966473243,-2.9793299009235445,-2.2966498339218697
2023-01-05 13:36:00,2023-01-05 13:36:43,1870.5,124.7,108.9,debit,SL_hit,-15.799999999999997,0.23360000000000003,0,2023-01-05 13:36:00,42400.0,PE,buy,1,1870.5,124.7,0.5424620926227419,-82.89466106479874,0.0014519399371692998,0.4378305235202934,2023-01-05 13:36:43,108.9,0.5243071510719233,-77.87474917561687,0.001578970341142849,0.405307860776087,-16.033599999999996,-0.857182571504945,-3.8365124724284896,-3.1538324054268143
2023-01-05 13:47:00,2023-01-05 13:47:16,1157.25,77.15,69.0,debit,SL_hit,-8.150000000000006,0.14615,0,2023-01-05 13:47:00,42400.0,PE,buy,1,1157.25,77.15,0.4414340831772279,-68.69914634887064,0.0016915706169129407,0.3927631658326554,2023-01-05 13:47:16,69.0,0.42436414109658926,-63.21420981663274,0.0017700000398690463,0.37300288270919035,-8.296150000000006,-0.7168848563404628,-4.553397328768952,-3.870717261767277
2023-01-05 14:33:00,2023-01-05 14:33:05,819.75,54.65,48.7,debit,SL_hit,-5.949999999999996,0.10335,0,2023-01-05 14:33:00,42500.0,PE,buy,1,819.75,54.65,0.43373938757582664,-45.0425247411439,0.0023167403639945405,0.3834467103693035,2023-01-05 14:33:05,48.7,0.42059263172902206,-41.19586254122072,0.002468167252800413,0.357946068798976,-6.053349999999996,-0.7384385483379075,-5.291835877106859,-4.609155810105184
2023-01-05 14:34:00,2023-01-05 14:35:10,831.75,55.45,70.3,debit,TP_hit,14.849999999999994,0.12575,0,2023-01-05 14:34:00,42500.0,PE,buy,1,831.75,55.45,0.43938994786607566,-44.99254866404742,0.0023331963205919237,0.3850307795877244,2023-01-05 14:35:10,70.3,0.527573315830665,-43.953437263415836,0.002465688311303893,0.3719294320211209,14.724249999999994,1.7702735196874053,-3.5215623574194534,-2.8388822904177786
2023-01-05 15:00:00,2023-01-05 15:00:03,698.25,46.55,59.55,debit,TP_hit,13.0,0.1061,0,2023-01-05 15:00:00,42500.0,CE,buy,1,698.25,46.55,0.5124180862985384,-26.117972618630407,0.003546407754129177,0.35015179834490057,2023-01-05 15:00:03,59.55,0.54404603062288,-29.93157694588479,0.0030348353874387612,0.40711559002134623,12.8939,1.8466022198353027,-1.6749601375841507,-0.9922800705824757
2023-01-05 15:01:00,2023-01-05 15:01:10,823.5,54.9,66.0,debit,TP_hit,11.100000000000001,0.12090000000000001,0,2023-01-05 15:01:00,42500.0,CE,buy,1,823.5,54.9,0.6260287929983122,-19.374922563755014,0.003996573241238366,0.3000690611911886,2023-01-05 15:01:10,66.0,0.6361064546574369,-22.136971057475527,0.0033897130435889267,0.3515925480831668,10.9791,1.3332240437158471,-0.3417360938683036,-0.0
2023-01-05 15:06:00,2023-01-05 15:06:25,295.5,19.7,24.5,debit,TP_hit,4.800000000000001,0.0442,0,2023-01-05 15:06:00,42600.0,PE,buy,1,295.5,19.7,0.4447017396429942,-12.24505508225809,0.006689445157803675,0.20513915734858537,2023-01-05 15:06:25,24.5,0.47948097337418005,-13.712272388443893,0.006083574461968055,0.2294909839650715,4.755800000000001,1.6094077834179359,1.2676716895496323,-0.0
2023-01-06 09:22:00,2023-01-06 09:30:01,5554.5,370.3,333.2,debit,SL_hit,-37.10000000000002,0.7035,0,2023-01-06 09:22:00,42500.0,CE,buy,1,5554.5,370.3,0.525683318596748,-32.6002065317947,0.00045838760343031026,0.15608356347246308,2023-01-06 09:30:01,333.2,0.49430282206230913,-32.194261086240545,0.0004632101990864612,0.1550827111379703,-37.80350000000002,-0.6805923125393828,0.5870793770102495,-0.6805923125393828
2023-01-06 09:39:00,2023-01-06 09:49:27,4945.5,329.7,396.45,debit,TP_hit,66.75,0.72615,0,2023-01-06 09:39:00,42600.0,PE,buy,1,4945.5,329.7,0.48482196764325636,-24.93602197219758,0.0004654532403947087,0.15378345721569764,2023-01-06 09:49:27,396.45,0.5420557740052345,-24.540233842177827,0.0004603754177878727,0.15529419740771486,66.02385,1.3350288140734,1.9221081910836495,-0.0
2023-01-06 10:00:00,2023-01-06 10:15:58,5302.5,353.5,318.0,debit,SL_hit,-35.5,0.6715,0,2023-01-06 10:00:01,42400.0,CE,buy,1,5302.5,353.5,0.5090236219302824,-32.78433875814329,0.0004570040346152382,0.15767875967158956,2023-01-06 10:15:58,318.0,0.4738863047492714,-32.655935916800274,0.00045372928525466705,0.15896542017500617,-36.1715,-0.6821593587930221,1.2399488322906274,-0.6821593587930221
2023-01-06 10:44:00,2023-01-06 12:26:42,5557.5,370.5,333.0,debit,SL_hit,-37.5,0.7035,0,2023-01-06 10:44:00,42300.0,CE,buy,1,5557.5,370.5,0.508819135052363,-34.37202298012983,0.0004354706106823869,0.1662771869795562,2023-01-06 12:26:42,333.0,0.4944684260294707,-32.74844262831988,0.0004636888206732692,0.15719470108515807,-38.2035,-0.6874224021592442,0.5525264301313831,-1.3695817609522662
2023-01-06 12:45:00,2023-01-06 12:58:16,5732.25,382.15,341.3,debit,SL_hit,-40.849999999999966,0.72345,0,2023-01-06 12:45:00,42200.0,CE,buy,1,5732.25,382.15,0.519852862356629,-34.76524158754597,0.00043642216951411683,0.16719875613011376,2023-01-06 12:58:16,341.3,0.49560188157045104,-33.4927067181431,0.0004540021336651989,0.16124904437505597,-41.573449999999966,-0.7252553534824888,-0.17272892335110568,-2.094837114434755
2023-01-06 13:04:00,2023-01-06 13:21:57,5554.5,370.3,331.75,debit,SL_hit,-38.55000000000001,0.70205,0,2023-01-06 13:04:00,42100.0,CE,buy,1,5554.5,370.3,0.5127629031562719,-34.491652778366756,0.0004409639586810954,0.16620499192009405,2023-01-06 13:21:57,331.75,0.4835217029096839,-33.75082528222458,0.00044909370444656815,0.16359473422478635,-39.25205000000001,-0.7066711675218293,-0.879400090872935,-2.8015082819565844
2023-01-06 13:37:00,2023-01-06 13:46:49,5096.25,339.75,305.5,debit,SL_hit,-34.25,0.64525,0,2023-01-06 13:37:00,42000.0,PE,buy,1,5096.25,339.75,0.48526517279867676,-26.630090664287536,0.0004525924168774509,0.16258272914270974,2023-01-06 13:46:49,305.5,0.45857499998476214,-26.159670306189753,0.0004590577873386792,0.15940863548835046,-34.89525,-0.6847240618101544,-1.5641241526830894,-3.486232343766739
2023-01-06 13:51:00,2023-01-06 14:01:00,4662.75,310.85,279.3,debit,SL_hit,-31.55000000000001,0.5901500000000001,0,2023-01-06 13:51:00,42000.0,PE,buy,1,4662.75,310.85,0.45782759927703864,-26.75712228780776,0.00045014246552455006,0.16259032702804554,2023-01-06 14:01:00,279.3,0.4330300186381919,-26.03642312763995,0.00045652086555492133,0.1588216619164083,-32.14015000000001,-0.6892960162993944,-2.2534201689824838,-4.175528360066133
2023-01-06 14:10:00,2023-01-06 14:18:50,5548.5,369.9,332.4,debit,SL_hit,-37.5,0.7022999999999999,0,2023-01-06 14:10:00,42000.0,CE,buy,1,5548.5,369.9,0.5139528030952079,-34.58547894156294,0.0004431512934388593,0.16642005878666832,2023-01-06 14:18:50,332.4,0.48476773920640426,-33.90275257435138,0.00044998671455687145,0.16417587706023123,-38.2023,-0.6885158150851581,-2.941935984067642,-4.8640441751512915
2023-01-06 14:23:00,2023-01-06 14:25:43,5977.5,398.5,478.9,debit,TP_hit,80.39999999999998,0.8774,0,2023-01-06 14:23:00,41900.0,CE,buy,1,5977.5,398.5,0.5460808644130566,-33.966673024540796,0.00045080412292008987,0.16282661051156666,2023-01-06 14:25:43,478.9,0.6020869388606798,-34.150767863970316,0.0004299482725400594,0.165683695100571,79.52259999999998,1.3303655374320367,-1.6115704466356053,-3.533678637719255
2023-01-06 14:28:00,2023-01-06 14:57:56,4385.25,292.35,260.25,debit,SL_hit,-32.10000000000002,0.5526,0,2023-01-06 14:28:00,42000.0,PE,buy,1,4385.25,292.35,0.4550566594133443,-25.37457332073393,0.0004735210268336232,0.15475061346753133,2023-01-06 14:57:56,260.25,0.42826541500176063,-24.68176735017883,0.0004805997377843596,0.15102601998350235,-32.65260000000002,-0.7446006499059352,-2.3561710965415408,-4.278279287625191
2023-01-06 15:13:00,2023-01-06 15:15:02,4332.75,288.85,287.1,debit,time_breach,-1.75,0.5759500000000001,0,2023-01-06 15:13:00,42200.0,PE,buy,1,4332.75,288.85,0.46142958487394026,-24.587305716265064,0.0004901653483102564,0.1494933859286064,2023-01-06 15:15:01,287.1,0.46030505826308854,-24.52970100550897,0.0004911709083899041,0.1491557452243873,-2.32595,-0.053682995787894525,-2.4098540923294354,-4.331962283413085
2023-01-09 09:22:00,2023-01-09 09:25:27,3995.9999999999995,266.4,374.0,debit,TP_hit,107.60000000000002,0.6404,0,2023-01-09 09:22:00,42300.0,PE,buy,1,3995.9999999999995,266.4,0.47430966392596474,-44.39111332935775,0.0005550788273467333,0.17947842156698743,2023-01-09 09:25:27,374.0,0.5117743013556719,-55.84223843863771,0.0004472963155421894,0.22358100234352282,106.95960000000002,2.6766666666666676,0.26681257433723227,-1.6552956167464172
2023-01-09 09:35:00,2023-01-09 09:49:51,3740.25,249.35,341.05,debit,TP_hit,91.70000000000002,0.5904,0,2023-01-09 09:35:00,42400.0,PE,buy,1,3740.25,249.35,0.46514424025616563,-42.8278479566882,0.0005743348197029263,0.17294202206574003,2023-01-09 09:49:51,341.05,0.5266583891113896,-48.286630723995074,0.0005117271939525381,0.19522214698160123,91.10960000000001,2.4359227324376715,2.702735306774904,-0.0
2023-01-09 09:59:00,2023-01-09 10:03:19,3859.5,257.3,230.15,debit,SL_hit,-27.150000000000006,0.48745000000000005,0,2023-01-09 09:59:00,42400.0,PE,buy,1,3859.5,257.3,0.46984506097373924,-43.84378644304334,0.0005657852852891665,0.1761811727665722,2023-01-09 10:03:19,230.15,0.4418844770185615,-42.856182543404174,0.0005716077566830791,0.1729000435734671,-27.637450000000005,-0.7160888716154943,1.9866464351594095,-0.7160888716154943
2023-01-09 10:10:00,2023-01-09 10:31:15,3741.75,249.45,222.8,debit,SL_hit,-26.649999999999977,0.47225,0,2023-01-09 10:10:00,42500.0,PE,buy,1,3741.75,249.45,0.46737283646933747,-42.893770505188826,0.0005785003054370463,0.1720227080453949,2023-01-09 10:31:15,222.8,0.4364702106087748,-42.45273450624282,0.0005783439860351791,0.17060790535633402,-27.122249999999976,-0.724854680296652,1.2617917548627575,-1.4409435519121463
2023-01-09 10:47:00,2023-01-09 11:34:02,4782.75,318.85,384.0,debit,TP_hit,65.14999999999998,0.7028500000000001,0,2023-01-09 10:47:00,42500.0,CE,buy,1,4782.75,318.85,0.520742920491557,-55.388606900126604,0.0005256629265204538,0.1905190913128086,2023-01-09 11:34:02,384.0,0.5932774745758707,-53.512447313942744,0.0005272784164844779,0.18533560198531032,64.44714999999998,1.3474915059327788,2.6092832607955363,-0.09345204597936752
2023-01-09 11:39:00,2023-01-09 13:31:25,4038.75,269.25,323.95,debit,TP_hit,54.69999999999999,0.5932000000000001,0,2023-01-09 11:39:00,42700.0,PE,buy,1,4038.75,269.25,0.5039835588377173,-41.85166264517986,0.0006043978828529362,0.1662585940496892,2023-01-09 13:31:25,323.95,0.5746514296049554,-40.18952614248656,0.000611207724432461,0.1639891782301804,54.106799999999986,1.3396917363045493,3.948974997100086,-0.0
2023-01-09 13:46:00,2023-01-09 13:49:16,4667.25,311.15,278.9,debit,SL_hit,-32.25,0.59005,0,2023-01-09 13:46:00,42400.0,CE,buy,1,4667.25,311.15,0.5317829948694452,-54.609516327246524,0.0005564652383327484,0.183605894959653,2023-01-09 13:49:16,278.9,0.5003996507355168,-53.90858413595819,0.0005654351298289839,0.18155399263094155,-32.84005,-0.7036274037173924,3.2453475933826934,-0.7036274037173924
2023-01-09 13:50:00,2023-01-09 14:00:35,4213.5,280.9,338.7,debit,TP_hit,57.80000000000001,0.6195999999999999,0,2023-01-09 13:50:00,42400.0,CE,buy,1,4213.5,280.9,0.5001943312976209,-54.313622439179284,0.000561025785827951,0.18300565439686053,2023-01-09 14:00:35,338.7,0.5590306310438109,-54.72716828413462,0.0005503005695572938,0.1843101544961895,57.18040000000001,1.3570760650290736,4.602423658411767,-0.0
2023-01-09 14:01:00,2023-01-09 14:34:01,3993.0,266.2,238.7,debit,SL_hit,-27.5,0.5049,0,2023-01-09 14:01:00,42500.0,PE,buy,1,3993.0,266.2,0.5054032616413906,-42.74514400025191,0.000613956103734381,0.16706591386788494,2023-01-09 14:34:01,238.7,0.49062765699829924,-40.44960899718629,0.0006528637186420383,0.15755465996171708,-28.0049,-0.7013498622589531,3.9010737961528137,-0.7013498622589531
2023-01-09 15:06:00,2023-01-09 15:15:01,3361.5,224.1,229.2,debit,time_breach,5.099999999999994,0.4533,0,2023-01-09 15:06:00,42600.0,PE,buy,1,3361.5,224.1,0.48179142663684615,-39.335725741062646,0.0006754083869964234,0.15236503457542264,2023-01-09 15:15:00,229.2,0.4820882175664565,-40.36154485471312,0.0006611094249819871,0.15581636446425015,4.646699999999995,0.13823293172690748,4.039306727879721,-0.563116930532046
2023-01-10 09:55:00,2023-01-10 10:17:08,3808.5,253.9,305.85,debit,TP_hit,51.95000000000002,0.55975,0,2023-01-10 09:55:00,42200.0,CE,buy,1,3808.5,253.9,0.4945384812174325,-70.49877848600303,0.0006101782901168917,0.19822029362767363,2023-01-10 10:17:08,305.85,0.5454626812678498,-73.03436598849484,0.0005882606046725414,0.20458990430828958,51.390250000000016,1.3493567021136934,5.388663429993414,-0.0
2023-01-10 10:37:00,2023-01-10 11:15:25,4484.25,298.95,267.8,debit,SL_hit,-31.149999999999977,0.56675,0,2023-01-10 10:37:00,42100.0,CE,buy,1,4484.25,298.95,0.5330175603319276,-74.73860495477604,0.0005813626557937823,0.20888532078420358,2023-01-10 11:15:25,267.8,0.5024418276803999,-74.62095522920501,0.0005929263124926365,0.207037688526269,-31.716749999999976,-0.7072921893293188,4.681371240664095,-0.7072921893293191
2023-01-10 11:57:00,2023-01-10 12:41:00,3987.0,265.8,238.35,debit,SL_hit,-27.450000000000017,0.50415,0,2023-01-10 11:57:00,42100.0,CE,buy,1,3987.0,265.8,0.4937162340837631,-77.11585914703352,0.0005810380798720871,0.2127336071606228,2023-01-10 12:41:00,238.35,0.47856281599933936,-73.63768863980613,0.0006169494781715912,0.20162836925091773,-27.954150000000016,-0.7011324303987965,3.980238810265299,-1.4084246197281156
2023-01-10 12:49:00,2023-01-10 13:47:29,4425.0,295.0,356.35,debit,TP_hit,61.35000000000002,0.65135,0,2023-01-10 12:49:00,41900.0,CE,buy,1,4425.0,295.0,0.5199814497984789,-80.48591200290224,0.0005672484348906437,0.22030750511289582,2023-01-10 13:47:29,356.35,0.5852314327313479,-80.20917393566299,0.0005579130402111332,0.22066391733198398,60.69865000000002,1.3717209039548028,5.351959714220102,-0.03670371577331277
2023-01-10 13:51:00,2023-01-10 13:54:02,3315.0,221.0,198.85,debit,SL_hit,-22.150000000000006,0.41985000000000006,0,2023-01-10 13:51:00,42000.0,PE,buy,1,3315.0,221.0,0.4799632587577207,-62.10645976323801,0.0006806538976888987,0.18507269238085414,2023-01-10 13:54:02,198.85,0.45033306117687744,-61.37878285478777,0.0006817535336267611,0.18348943706919524,-22.569850000000006,-0.6808401206636503,4.671119593556451,-0.7175438364369633
2023-01-10 14:32:00,2023-01-10 15:01:15,4061.25,270.75,328.35,debit,TP_hit,57.60000000000002,0.5991000000000001,0,2023-01-10 14:32:00,41900.0,CE,buy,1,4061.25,270.75,0.5077983541298181,-79.89602118533534,0.0005962147042737342,0.21359170941848313,2023-01-10 15:01:15,328.35,0.5644658405174141,-81.71301129634065,0.000575780632061651,0.21891958669459005,57.00090000000002,1.4035309325946452,6.074650526151096,-0.0
2023-01-10 15:12:00,2023-01-10 15:13:12,2972.25,198.15,177.8,debit,SL_hit,-20.349999999999994,0.37595000000000006,0,2023-01-10 15:12:00,42000.0,PE,buy,1,2972.25,198.15,0.48495158689831896,-56.39419879951524,0.0007711145144639886,0.16576468161049684,2023-01-10 15:13:12,177.8,0.4565631936870318,-55.36090686621647,0.0007791365419507201,0.16309437451396464,-20.725949999999994,-0.697315165278829,5.377335360872268,-0.6973151652788285
2023-01-11 09:37:00,2023-01-11 09:37:43,3765.0,251.0,312.0,debit,TP_hit,61.0,0.5630000000000001,0,2023-01-11 09:37:01,41800.0,CE,buy,1,3765.0,251.0,0.5021956242288184,-143.50723212013315,0.0006325009849206253,0.2584300883707383,2023-01-11 09:37:43,312.0,0.5362406822882804,-159.77700175736592,0.0005618767318082973,0.28933963790296047,60.437,1.6052324037184595,6.982567764590727,-0.0
