Timestamp,exit_timestamp,margin_used,entry_premium,exit_premium,strategy_type,exit_reason,pnl,transaction_cost,uncounted_trades,leg_1_entry_time_of_leg,leg_1_strike_price,leg_1_option_type,leg_1_action,leg_1_lot_size,leg_1_margin_used,leg_1_entry_price,leg_1_entry_delta,leg_1_entry_theta,leg_1_entry_gamma,leg_1_exit_time_of_leg,leg_1_exit_price,leg_1_exit_delta,leg_1_exit_theta,leg_1_exit_gamma,net_pnl,percentage_return,cumulative_pnl,max_drawdown
2023-01-03 09:35:00,2023-01-03 10:09:30,-100000,-286.2,-315.0,credit,SL_hit,-28.80000000000001,0.6012000000000001,0,2023-01-03 09:35:00,43300.0,CE,sell,1,-100000,-286.2,-0.5442086613356878,67.91773028778672,-0.0006270363428484416,2023-01-03 10:09:30,-315.0,-0.5814873207782512,66.9209444140723,-0.0006265327101573348,-29.40120000000001,-0.029401200000000013,-0.029401200000000013,-0.0
2023-01-03 10:16:00,2023-01-03 10:44:52,-100000,-260.0,-232.6,credit,TP_hit,27.400000000000006,0.49260000000000004,0,2023-01-03 10:16:00,43400.0,CE,sell,1,-100000,-260.0,-0.533284199997297,64.99613790963255,-0.0006700054200337036,2023-01-03 10:44:52,-232.6,-0.4891273613893077,67.05807841230606,-0.0006551132969434548,26.907400000000006,0.026907400000000005,-0.002493800000000008,-0.0
2023-01-03 10:45:00,2023-01-03 11:31:18,-100000,-253.85,-227.6,credit,TP_hit,26.25,0.48145,0,2023-01-03 10:45:01,43400.0,PE,sell,1,-100000,-253.85,-0.5116412584641239,-59.563760036072864,0.0006557002052431926,2023-01-03 11:31:18,-227.6,-0.4820335626021688,-59.948190067684266,0.0006654448725385009,25.76855,0.02576855,0.023274749999999993,-0.0
2023-01-03 11:32:00,2023-01-03 11:38:49,-100000,-247.0,-221.6,credit,TP_hit,25.400000000000006,0.4686,0,2023-01-03 11:32:00,43400.0,CE,sell,1,-100000,-247.0,-0.5182170718498469,66.46493188737671,-0.0006753228376510378,2023-01-03 11:38:49,-221.6,-0.4830905564475074,66.36826998622882,-0.0006743911740159092,24.931400000000007,0.024931400000000006,0.04820615,-0.0
2023-01-03 11:43:00,2023-01-03 12:09:19,-100000,-208.0,-228.95,credit,SL_hit,-20.94999999999999,0.43695,0,2023-01-03 11:43:00,43300.0,PE,sell,1,-100000,-208.0,-0.4562241233784903,-59.72128112372343,0.0006658567031081475,2023-01-03 12:09:19,-228.95,-0.48288431629259776,-61.08741199362504,0.0006634246574321878,-21.386949999999988,-0.021386949999999988,0.026819200000000015,-0.021386949999999988
2023-01-03 12:11:00,2023-01-03 12:15:44,-100000,-223.55,-247.15,credit,SL_hit,-23.599999999999994,0.47070000000000006,0,2023-01-03 12:11:01,43300.0,PE,sell,1,-100000,-223.55,-0.4792562806230194,-60.35323589749922,0.0006713358402521408,2023-01-03 12:15:44,-247.15,-0.5078362892675159,-60.88589355677729,0.0006656699724771897,-24.070699999999995,-0.024070699999999993,0.0027485000000000218,-0.04545764999999998
2023-01-03 12:19:00,2023-01-03 12:24:06,-100000,-245.25,-272.7,credit,SL_hit,-27.44999999999999,0.51795,0,2023-01-03 12:19:00,43300.0,PE,sell,1,-100000,-245.25,-0.5082000250624219,-60.39585092164339,0.0006714972755617055,2023-01-03 12:24:06,-272.7,-0.5374980784722538,-60.86581063182925,0.000658079670756706,-27.967949999999988,-0.027967949999999984,-0.025219449999999963,-0.07342559999999997
2023-01-03 12:27:00,2023-01-03 12:33:28,-100000,-215.1,-238.8,credit,SL_hit,-23.700000000000017,0.45389999999999997,0,2023-01-03 12:27:00,43200.0,PE,sell,1,-100000,-215.1,-0.465000736924992,-61.19114664143669,0.0006643861638622184,2023-01-03 12:33:28,-238.8,-0.48429512261378704,-64.17856598696633,0.0006393568696694274,-24.153900000000018,-0.024153900000000016,-0.04937334999999998,-0.09757949999999999
2023-01-03 12:46:00,2023-01-03 13:31:24,-100000,-227.0,-249.75,credit,SL_hit,-22.75,0.47675,0,2023-01-03 12:46:00,43300.0,CE,sell,1,-100000,-227.0,-0.48684260966211923,68.87143545052396,-0.0006664109264420404,2023-01-03 13:31:24,-249.75,-0.5185271436573657,70.10431588464007,-0.0006685274911433225,-23.22675,-0.023226749999999997,-0.07260009999999997,-0.12080624999999998
2023-01-03 13:36:00,2023-01-03 13:45:05,-100000,-256.8,-283.2,credit,SL_hit,-26.399999999999977,0.54,0,2023-01-03 13:36:00,43300.0,CE,sell,1,-100000,-256.8,-0.5331029364299411,69.06462764513884,-0.0006782113359804498,2023-01-03 13:45:05,-283.2,-0.5680746730803321,68.24828539144696,-0.000674859279570228,-26.939999999999976,-0.026939999999999978,-0.09954009999999995,-0.14774624999999997
2023-01-03 13:56:00,2023-01-03 14:14:20,-100000,-248.1,-222.6,credit,TP_hit,25.5,0.4707,0,2023-01-03 13:56:00,43400.0,CE,sell,1,-100000,-248.1,-0.5410681370008774,65.76280131043782,-0.0007180605621215363,2023-01-03 14:14:20,-222.6,-0.4950204072869724,68.30931793879176,-0.0006980761213526421,25.0293,0.0250293,-0.07451079999999995,-0.12271694999999995
2023-01-03 14:24:00,2023-01-03 14:30:42,-100000,-264.8,-236.4,credit,TP_hit,28.400000000000006,0.5012000000000001,0,2023-01-03 14:24:00,43400.0,CE,sell,1,-100000,-264.8,-0.5442162985332288,70.02632864975732,-0.0006782215677958447,2023-01-03 14:30:42,-236.4,-0.514438744949075,68.8724786022976,-0.0006979337285883958,27.898800000000005,0.027898800000000005,-0.046611999999999945,-0.09481814999999995
2023-01-03 14:42:00,2023-01-03 15:00:51,-100000,-202.0,-222.25,credit,SL_hit,-20.25,0.42425,0,2023-01-03 14:42:00,43400.0,PE,sell,1,-100000,-202.0,-0.47247027426919885,-59.145104716118595,0.0007255067657752079,2023-01-03 15:00:51,-222.25,-0.4935444573064274,-61.376738005522014,0.0007074041263877007,-20.67425,-0.02067425,-0.06728624999999995,-0.11549239999999995
2023-01-03 15:10:00,2023-01-03 15:15:01,-100000,-250.75,-255.6,credit,time_breach,-4.849999999999994,0.5063500000000001,0,2023-01-03 15:10:00,43400.0,CE,sell,1,-100000,-250.75,-0.5228458988455031,72.17717377239026,-0.0006743232461303705,2023-01-03 15:15:00,-255.6,-0.533893515128625,71.26276083940073,-0.000682940708429669,-5.356349999999995,-0.005356349999999995,-0.07264259999999995,-0.12084874999999995
2023-01-04 09:41:00,2023-01-04 09:43:22,-100000,-193.3,-212.65,credit,SL_hit,-19.349999999999994,0.40595000000000003,0,2023-01-04 09:41:00,43400.0,PE,sell,1,-100000,-193.3,-0.4951154164160698,-105.08800611143425,0.0008164533937815577,2023-01-04 09:43:22,-212.65,-0.5226892364490254,-105.44757454955925,0.0008076162316683622,-19.755949999999995,-0.019755949999999994,-0.09239854999999994,-0.14060469999999994
2023-01-04 09:44:00,2023-01-04 09:55:27,-100000,-169.35,-188.0,credit,SL_hit,-18.650000000000006,0.35735000000000006,0,2023-01-04 09:44:00,43300.0,PE,sell,1,-100000,-169.35,-0.4545318879422666,-104.51424989452846,0.0008115733862723573,2023-01-04 09:55:27,-188.0,-0.48672875624617973,-106.46948942964863,0.0008169854481820948,-19.007350000000006,-0.019007350000000006,-0.11140589999999995,-0.15961204999999995
2023-01-04 10:01:00,2023-01-04 10:02:43,-100000,-202.85,-182.4,credit,TP_hit,20.44999999999999,0.38525,0,2023-01-04 10:01:00,43200.0,PE,sell,1,-100000,-202.85,-0.4931424765459269,-113.31249767784176,0.0007734399787295843,2023-01-04 10:02:43,-182.4,-0.4675772774021425,-110.41605771452784,0.0007894715281508979,20.06474999999999,0.02006474999999999,-0.09134114999999995,-0.13954729999999996
2023-01-04 10:03:00,2023-01-04 10:07:52,-100000,-183.4,-164.15,credit,TP_hit,19.25,0.34755,0,2023-01-04 10:03:00,43200.0,PE,sell,1,-100000,-183.4,-0.4753314348889148,-108.44330908709127,0.0008062337997216673,2023-01-04 10:07:52,-164.15,-0.434780562075332,-109.42469242697214,0.0007780019473102584,18.90245,0.01890245,-0.07243869999999995,-0.12064484999999996
